"","bspline_1_1","bspline_2_1","bspline_3_1","bspline_4_1","bspline_5_1","bspline_6_1","bspline_7_1","bspline_8_1","bspline_9_1","bspline_1_2","bspline_2_2","bspline_3_2","bspline_4_2","bspline_5_2","bspline_6_2","bspline_7_2","bspline_8_2","bspline_9_2","bspline_1_3","bspline_2_3","bspline_3_3","bspline_4_3","bspline_5_3","bspline_6_3","bspline_7_3","bspline_8_3","bspline_9_3"
"DDD(2-4)2",0.00924553084290192,0.00439108347391271,0.0127774584382757,0.0593490800176645,0.0294405036280816,-0.00554465182208558,0.0299149432152116,0.0164572687546006,0.00779814049105676,0.105705757820424,0.138719009391657,1.08867735376286,1.95669345625714,1.55524715349482,1.42083771688213,1.60912453156436,1.2270376531152,1.35513695616865,0.618025794502942,0.607317224662398,0.265173910001832,0.70587249258898,0.634999920338688,0.478191164189462,0.984374070299183,0.439462344801827,0.463188524989309
"Dicofol0",0.0575427698592913,0.407220208527289,0.442960544459467,-0.085187921149753,0.46260807032498,-0.0968415963005428,0.104208894568584,-0.0389527562803344,0.0732454606613457,0.00168095588710948,-0.00265532645222263,0.00350838832929076,-0.00294444390013548,-0.00611355492003702,0.368552024011096,-0.193695650015027,0.20856923494782,-0.0248117566734019,0.0397800853604164,-0.0650162726317523,0.0914788362771996,-0.0452290691060194,0.0683015933442474,-0.0426830706002016,0.0857199373341633,-0.0371921594238669,0.0108214082688131
"Dicofol1",-0.0183902662878976,0.15720332630439,-0.0458046525206801,0.267825348027979,0.106777889317725,-0.0401357611642041,0.134351933267602,-0.0109399965359452,0.0752106819672687,-0.0874899542822767,0.129715582293273,-0.122404711554658,0.203592002749108,0.253806873276585,0.0760214626279793,-0.100542930789563,0.158003174497662,0.162950637871945,-0.0713555138103621,0.359832273002005,-0.173734838092464,-0.173948173173433,0.0670229844976655,0.217515630019909,0.093733064068596,-0.0122878842007563,0.106256082446137
"H400",0.0505320493755444,-0.0498973251380749,0.132835294995588,-0.0184006781562218,0.20750331122826,-0.53485813485527,0.270596649295634,-0.566294243929985,-0.62929167825137,-0.0542327055990637,0.408753590283339,1.34734971175369,0.946626177751601,0.850780031932358,0.624431495877095,0.990377438290874,0.259003938477811,0.527446957299172,-0.00183901092121857,0.00294307475716439,-0.00406838388651983,0.00406827633392954,-0.00347934754027363,0.0274385350890723,0.218084195981604,0.0997281030735899,0.162353564641463
"H401",0.0263596619057231,-0.0228030676899624,0.087158660033891,-0.0020509259607382,0.178467148176416,-0.146491708810048,-0.0697679348969326,-0.341204212910365,0.115255732717762,-0.16411359858547,1.01659022865598,1.10102167630507,0.337139214863092,0.175427605130635,0.85231574568385,0.967920306347945,0.115641003380474,0.667158482948321,0.21886962010142,-0.383994129332027,0.276389224391817,-0.257933570238965,0.194952219303514,0.489021872128728,0.350599679993521,0.273807908483683,0.245807141631597
"H402",0.00311630879682939,-0.00490278509149046,0.00638720395258654,-0.00506714026050922,0.0141574241318544,-0.0170127340940782,0.0267871619085745,-0.0314174916228542,-0.0587512714302968,0.156996081054396,0.28400809778073,1.07735515929186,0.312779315772013,0.107475147401612,0.0348688338354909,0.834054024802823,0.420132735837731,0.376181939707174,0.17364797416195,-0.153960004319835,-0.447605094024188,-0.510555927523795,0.00946420124292089,0.519605794341475,0.83549313952287,0.707161477659504,0.710980010005883
"Ibuprofen0",0.0306563821658327,-0.048658033770859,0.0755960182481849,0.0186116540236162,-0.079572726163409,0.166978300786795,0.105057644886369,-0.0329826561364508,0.0689017284763425,0.000145093784443965,-0.000273642254515917,0.00057075700227242,-0.00123236786743804,0.00990997572622926,-0.00626228974136268,0.00442848400553407,-0.00252791767446119,0.000913483959518518,-0.011195766755161,0.0180417174268479,-0.0255180866645609,0.027501085668922,-0.04955665259766,0.00752868877398404,-0.00151966107172159,-7.62706299362423e-05,0.000160739133754046
"Isodrin0",0.00190720208641032,0.00453222585460812,-0.00862204703044272,0.00961159265398611,-0.0115790957933514,-0.031734641778877,0.0327263637146845,0.00489171315938844,0.00195384367131076,-0.108591021610867,0.165720132452111,-0.301067608975886,-0.477178354871382,-0.611498145234833,-0.804466144197548,-0.308949860038493,-0.680313057946856,-0.95992911552867,0,0,0,0,0,0,0,0,0
"Isodrin1",-0.0027426399821953,0.0159698089124936,-0.0218216251986598,0.0518670175703712,-0.000805174823212442,0.0858225655983657,-0.0459261381378741,0.21054948473521,-0.0509841914237421,-0.119416832396305,0.189144609169582,-0.224267898987345,-0.227476314865231,-0.668853274000017,-0.439393572180681,-0.858793196452061,-0.966542650654825,-0.857352029422293,0,0,0,0,0,0,0,0,0
"L10000",-0.0033674407216543,0.00541079849756895,-0.00758032608294393,0.00792522208505034,-0.0112385051619904,0.0150116306275353,0.00583838608236036,-0.225783060137519,0.10406946057823,0.097770169975977,0.196780733398885,-0.0607490182169254,0.194891551593212,0.0393820529615706,0.0183506031847201,0.0109193902353913,-0.00169223798744482,0.0785933074136474,-0.0207721403767391,0.0335081284834064,-0.0475522109033054,0.0517831363028124,-0.10051084290135,0.194498397466711,-0.0774449947730527,0.0290414301518436,-0.00834314086028677
